『三四郎』夏目漱石,En_text,Happy,Angry,Surprise,Sad,Fear
"絨毯とは不調和な位置に筋かいに尾を長くひいている。
砂を練り固めたような大きな甕がある。
その中から矢が二本出ている。
鼠色の羽根と羽根の間が金箔で強く光る。
そのそばに鎧もあった。","It has a long tail that is streaked in a position that is incongruous with the carpet.
There is a large jar that looks like it is made of kneaded sand.
Two arrows protrude from it.
The space between the rat-colored feathers shone strongly with gold leaf.
There was also a suit of armor near it.",0.0,0.0,0.33,0.33,0.33
"三四郎は卯の花縅しというのだろうと思った。
向こう側のすみにぱっと目を射るものがある。
紫の裾模様の小袖に金糸の刺繍が見える。
袖から袖へ幔幕の綱を通して、虫干の時のように釣るした。
袖は丸くて短かい。","Sanshiro thought it might be called ""Unohana Odoshi"".
There was something that caught his eye in the corner on the other side of the room.
It was a purple hem patterned kosode with gold thread embroidery.
A curtain rope was threaded from sleeve to sleeve, and hung up like a drying-up curtain.
The sleeves are round and short.",0.0,0.67,0.0,0.0,0.33
"これが元禄かと三四郎も気がついた。
そのほかには絵がたくさんある。
壁にかけたのばかりでも大小合わせるとよほどになる。
額縁をつけない下絵というようなものは、重ねて巻いた端が、巻きくずれて、小口をしだらなくあらわした。
描かれつつある人の肖像は、この彩色の目を乱す間にある。","Sanshiro also realized that this was Genroku.
There were many other paintings.
The number of pictures, both large and small, on the wall was quite large.
The edges of the unframed drafts were rolled up in layers, and the small edges were slovenly.
The portrait of the person being painted is between the disarray of these colors.",0.0,0.17,0.0,0.67,0.17
"描かれつつある人は、突き当りの正面に団扇をかざして立った。
描く男は丸い背をぐるりと返して、パレットを持ったまま、三四郎に向かった。
口に太いパイプをくわえている。","The person being painted stood at the front of the end of the street, holding a fan over his head.
The man being painted turned his round back around and faced Sanshiro, still holding his palette.
He held a thick pipe in his mouth.",0.0,0.17,0.17,0.33,0.33
"「やって来たね」と言ってパイプを口から取って、小さい丸テーブルの上に置いた。
マッチと灰皿がのっている。
椅子もある。","He took the pipe from his mouth and placed it on a small round table.
There were matches and an ashtray on it.
There was also a chair.",0.0,0.0,0.0,1.0,0.0
"「かけたまえ。――あれだ」と言って、かきかけた画布の方を見た。
長さは六尺もある。
三四郎はただ、","He looked at the rag he had raked. --He looked at the cloth he was brushing over.
It was six feet long.
Sanshiro just looked at it.",0.0,0.33,0.33,0.0,0.33
"「なるほど大きなものですな」と言った。
原口さんは、耳にも留めないふうで、","I said, ""That's a big one, isn't it?
Mr. Haraguchi did not seem to pay any attention.",0.0,0.0,0.0,1.0,0.0
"「うん、なかなか」とひとりごとのように、髪の毛と、背景の境の所を塗りはじめた。
三四郎はこの時ようやく美禰子の方を見た。
すると女のかざした団扇の陰で、白い歯がかすかに光った。","Sanshiro began to paint the border between her hair and the background, as if saying to himself, ""Yeah, not so bad.
Sanshiro finally looked at Mineko.
Then, behind the fan that the woman held up, his white teeth glinted faintly.",0.0,0.25,0.25,0.0,0.5
"それから二、三分はまったく静かになった。
部屋は暖炉で暖めてある。
きょうは外面でも、そう寒くはない。
風は死に尽した。
枯れた木が音なく冬の日に包まれて立っている。","For the next two or three minutes it was completely quiet.
The room was warmed by the fireplace.
It is not so cold today, even on the outside.
The wind has died out.
The dead trees stand soundless in the winter sun.",0.0,0.0,0.17,0.17,0.67
"三四郎は画室へ導かれた時、霞の中へはいったような気がした。
丸テーブルに肱を持たして、この静かさの夜にまさる境に、はばかりなき精神をおぼれしめた。
この静かさのうちに、美禰子がいる。
美禰子の影が次第にでき上がりつつある。
肥った画工の画筆だけが動く。","When Sanshiro was led into the painting room, he felt as if he had entered a haze.
He rested his elbow on the round table and let his mind drown in the silence, which was greater than the night itself.
In this quietness, Mineko was present.
The shadow of Mineko was gradually forming.
Only the fat painter's brush moves.",0.0,0.0,0.43,0.43,0.14
"それも目に動くだけで、耳には静かである。
肥った画工も動くことがある。
しかし足音はしない。
静かなものに封じ込められた美禰子はまったく動かない。
団扇をかざして立った姿そのままがすでに絵である。","It too moves only to the eye, but is silent to the ear.
Even the fertile painter may move.
But there is no sound of footsteps.
Mineko, enclosed in silence, does not move at all.
The figure standing with a fan over her head is already a painting.",0.0,0.0,0.33,0.0,0.67
"三四郎から見ると、原口さんは、美禰子を写しているのではない。
不可思議に奥行きのある絵から、精出して、その奥行きだけを落として、普通の絵に美禰子を描き直しているのである。
にもかかわらず第二の美禰子は、この静かさのうちに、次第と第一に近づいてくる。
三四郎には、この二人の美禰子の間に、時計の音に触れない、静かな長い時間が含まれているように思われた。
その時間が画家の意識にさえ上らないほどおとなしくたつにしたがって、第二の美禰子がようやく追いついてくる。","From Sanshiro's point of view, Mr. Haraguchi is not copying Mineko.
Rather, he is taking a picture that has a mysterious depth to it, and by carefully reducing the depth of the picture, he is re-painting Mineko as a normal picture.
Nevertheless, the second Mineko, in this quietness, gradually approaches the first.
To Sanshiro, there seemed to be a long period of quiet time between the two Mineko that was not touched by the ticking of the clock.
As the time passed so quietly that it did not even register in the painter's mind, the second Mineko finally caught up with him.",0.0,0.0,0.4,0.2,0.4
"もう少しで双方がぴたりと出合って一つに収まるというところで、時の流れが急に向きを換えて永久の中に注いでしまう。
原口さんの画筆はそれより先には進めない。
三四郎はそこまでついて行って、気がついて、ふと美禰子を見た。
美禰子は依然として動かずにいる。
三四郎の頭はこの静かな空気のうちで覚えず動いていた。","Just as the two sides are about to meet and become one, the flow of time suddenly changes direction and pours them into eternity.
Mr. Haraguchi's paintbrush could not go any further.
Sanshiro followed her to that point and suddenly looked at Mineko.
Mineko remained motionless.
Sanshiro's head was still moving in the quiet air.",0.0,0.0,0.33,0.33,0.33
"酔った心持ちである。
すると突然原口さんが笑いだした。","I was in a drunken state of mind.
Suddenly, Mr. Haraguchi started laughing.",0.0,0.0,0.5,0.5,0.0
"「また苦しくなったようですね」
女はなんにも言わずに、すぐ姿勢をくずして、そばに置いた安楽椅子へ落ちるようにとんと腰をおろした。
その時白い歯がまた光った。","You seem to be in pain again.
Without saying a word, the woman immediately dropped her posture and plopped down on the easy chair beside her.
Then her white teeth flashed again.",0.0,0.33,0.0,0.0,0.67
"そうして動く時の袖とともに三四郎を見た。
その目は流星のように三四郎の眉間を通り越していった。
原口さんは丸テーブルのそばまで来て、三四郎に、","Then he looked at Sanshiro with his moving sleeves.
His eyes passed over Sanshiro's brow like a meteor.
Mr. Haraguchi came to the round table and asked Sanshiro",0.0,0.0,0.0,0.5,0.5
"「どうです」と言いながら、マッチをすってさっきのパイプに火をつけて、再び口にくわえた。
大きな木の雁首を指でおさえて、二吹きばかり濃い煙を髭の中から出したが、やがてまた丸い背中を向けて絵に近づいた。
かってなところを自由に塗っている。","Saying, ""How's that?"" he struck a match, lit the pipe he had just used, and put it in his mouth again.
He held the large wooden goose neck with his finger and let out two puffs of thick smoke from his beard, but soon turned his round back again and approached the painting.
He painted freely in all the right places.",0.0,0.25,0.25,0.25,0.25
"絵はむろん仕上がっていないものだろう。
けれどもどこもかしこもまんべんなく絵の具が塗ってあるから、素人の三四郎が見ると、なかなかりっぱである。
うまいかまずいかむろんわからない。
技巧の批評のできない三四郎には、ただ技巧のもたらす感じだけがある。
それすら、経験がないから、すこぶる正鵠を失しているらしい。","The painting was probably not finished.
However, the paints were applied evenly all over the place, so that an amateur like Sanshiro could not tell whether the paintings were good or not.
Of course, he could not tell whether it was good or bad.
He could not criticize the technique, but could only feel the effect of the technique.
Even that, he says, he has never experienced, so he has missed the point.",0.0,0.0,0.29,0.14,0.57
"芸術の影響に全然無頓着な人間でないとみずからを証拠立てるだけでも三四郎は風流人である。
三四郎が見ると、この絵はいったいにぱっとしている。
なんだかいちめんに粉が吹いて、光沢のない日光にあたったように思われる。
影の所でも黒くはない。
むしろ薄い紫が射している。","Sanshiro is a man of style, if only because he can prove that he is not at all indifferent to the influence of art.
When Sanshiro looked at this painting, he saw that it was completely empty.
It looks as if it has been exposed to the sunlight, which has a powdery, glossy finish.
Even the shadows are not black.
Rather, there is a light purple tint.",0.0,0.25,0.0,0.5,0.25
"三四郎はこの絵を見て、なんとなく軽快な感じがした。
浮いた調子は猪牙船に乗った心持ちがある。
それでもどこかおちついている。
けんのんでない。
苦ったところ、渋ったところ、毒々しいところはむろんない。","Sanshiro felt somewhat lighthearted when he saw this painting.
The floating tone has the feeling of being on a boar-tooth boat.
Yet, it was somehow calm.
It is not a ""ken-non"".
There is no bitterness, reluctance, or venom, of course.",0.5,0.0,0.0,0.25,0.25
"三四郎は原口さんらしい絵だと思った。
すると原口さんは無造作に画筆を使いながら、こんなことを言う。","Sanshiro thought the picture was typical of Mr. Haraguchi.
Then Mr. Haraguchi, using his paintbrush carelessly, said something like this.",0,0,0,0,0
"「小川さんおもしろい話がある。ぼくの知った男にね、細君がいやになって離縁を請求した者がある。ところが細君が承知をしないで、私は縁あって、この家へかたづいたものですから、たといあなたがおいやでも私はけっして出てまいりません」
原口さんはそこでちょっと絵を離れて、画筆の結果をながめていたが、今度は、美禰子に向かって、","I have an interesting story, Mr. Ogawa. There is a man I know who requested to leave Hosokun because he was fed up with him. However, Hosokun refused to accept his request, and since I have settled in this house by fate, I will never leave, even if you do not like it.
Mr. Haraguchi left the painting for a moment and looked at the result of his brushstrokes, but now he turned to Mineko and said, ""I will never come out, even if you refuse.",0.17,0.17,0.17,0.33,0.17
「里見さん。あなたが単衣を着てくれないものだから、着物がかきにくくって困る。まるでいいかげんにやるんだから、少し大胆すぎますね」,"""Ms. Satomi, you don't wear monogatari, so it's hard for me to wear a kimono. Since you don't wear a monogatari, it's hard for me to wear a kimono. You do it as if it were too good to be true, a little too bold.""",0.0,0.67,0.0,0.0,0.33
"「お気の毒さま」と美禰子が言った。
原口さんは返事もせずにまた画面へ近寄った。","I'm sorry for your loss,"" Mineko said.
Haraguchi-san approached the screen again without replying.",0.0,0.0,0.0,1.0,0.0
「それでね、細君のお尻が離縁するにはあまり重くあったものだから、友人が細君に向かって、こう言ったんだとさ。出るのがいやなら、出ないでもいい。いつまでも家にいるがいい。その代りおれのほうが出るから。――里見さんちょっと立ってみてください。団扇はどうでもいい。ただ立てば。そう。ありがとう。――細君が、私が家におっても、あなたが出ておしまいになれば、後が困るじゃありませんかと言うと、なにかまわないさ、お前はかってに入夫でもしたらよかろうと答えたんだって」,"So my friend said to him, ""If you don't want to get out, you don't have to get out. If you don't want to leave, don't leave. You can stay at home forever. I'll go out in return. --Please stand up for a moment, Mr. Satomi. I don't care about the fan. Just stand up. Yes, that's right. Thank you. --I heard that when Hosokun said, ""Even if I stay at home, if you leave and go away, the rest will be in trouble.",0.07,0.43,0.0,0.29,0.21
"「それから、どうなりました」と三四郎が聞いた。
原口さんは、語るに足りないと思ったものか、まだあとをつけた。","What happened then?"" asked Mishiro.
Mr. Haraguchi followed him, as if he thought there was not enough to say.",0.0,0.0,0.0,0.0,1.0
「どうもならないのさ。だから結婚は考え物だよ。離合集散、ともに自由にならない。広田先生を見たまえ、野々宮さんを見たまえ、里見恭助君を見たまえ、ついでにぼくを見たまえ。みんな結婚をしていない。女が偉くなると、こういう独身ものがたくさんできてくる。だから社会の原則は、独身ものが、できえない程度内において、女が偉くならなくっちゃだめだね」,"It's not going to work out. That's why marriage is a good idea. It's a combination of separation and dissolution, and both of you are not free. Look at Mr. Hirota, look at Mr. Nonomiya, look at Kyosuke Satomi, and look at me. None of them are married. As women become more powerful, many of them become unmarried. Therefore, the principle of society is that women must become great to the extent that celibacy is not possible.",0.4,0.0,0.0,0.0,0.6
「でも兄は近々結婚いたしますよ」,But my brother is getting married soon.,0.0,0.0,1.0,0.0,0.0
「おや、そうですか。するとあなたはどうなります」,"'Oh, I see. Then what about you?""",0,0,0,0,0
"「存じません」
三四郎は美禰子を見た。
美禰子も三四郎を見て笑った。","I don't know.""
Sanshiro looked at Mineko.
Mineko looked at Sanshiro and laughed.",0.0,0.0,0.0,1.0,0.0
原口さんだけは絵に向いている。,Only Mr. Haraguchi is good at painting.,0,0,0,0,0
"「存じません。存じません――じゃ」と画筆を動かした。
三四郎はこの機会を利用して、丸テーブルの側を離れて、美禰子の傍へ近寄った。
美禰子は椅子の背に、油気のない頭を、無造作に持たせて、疲れた人の、身繕いに心なきなげやりの姿である。","I don't know. I don't know--then,"" he said, moving his paintbrush.
Sanshiro took advantage of this opportunity to leave the round table and approach Mineko's side.
Mineko was holding her oily head carelessly on the back of a chair, looking like a tired person who had no care for her personal grooming.",0.33,0.0,0.0,0.33,0.33
"あからさまに襦袢の襟から咽喉首が出ている。
椅子には脱ぎ捨てた羽織をかけた。
廂髪の上にきれいな裏が見える。
三四郎は懐に三十円入れている。
この三十円が二人の間にある、説明しにくいものを代表している。","The throat neck is blatantly sticking out of the collar of the lintel.
The chair is draped with an undressed cloak.
A clean lining can be seen above the brimmed hair.
Sanshiro has 30 yen in his pocket.
The 30 yen represents something between the two of them that is difficult to explain.",0.0,0.0,0.2,0.2,0.6
"――と三四郎は信じた。
返そうと思って、返さなかったのもこれがためである。
思いきって、今返そうとするのもこれがためである。
返すと用がなくなって、遠ざかるか、用がなくなっても、いっそう近づいて来るか、――普通の人から見ると、三四郎は少し迷信家の調子を帯びている。","--And Sanshiro believed it.
This was the reason why he had thought of returning the money, but had not done so.
This was also the reason why he was now making a bold decision to return it.
If he returned it, either he would have no more use for it and it would go away, or it would come closer to him even if he had no more use for it.",0.0,0.17,0.0,0.5,0.33
「里見さん」と言った。,"Satomi,"" he said.",0,0,0,0,0
"「なに」と答えた。
仰向いて下から三四郎を見た。
顔をもとのごとくにおちつけている。","He replied, ""What.""
He turned his head and looked at Sanshiro from below.
His face was as calm as before.",0.33,0.0,0.33,0.0,0.33
"目だけは動いた。
それも三四郎の真正面で穏やかにとまった。
三四郎は女を多少疲れていると判じた。","Only his eyes moved.
They stopped calmly right in front of Sanshiro's eyes.
Sanshiro recognized the woman as being somewhat tired.",0,0,0,0,0
"「ちょうどついでだから、ここで返しましょう」と言いながら、ボタンを一つはずして、内懐へ手を入れた。
女はまた、","She said, ""Just in time, let's return it here,"" and unbuttoned one of the buttons and put her hand into her bosom.
The woman also said, ""I'll give it back here just in time.",0.0,0.0,0.0,0.5,0.5
"「なに」と繰り返した。
もとのとおり、刺激のない調子である。
内懐へ手を入れながら、三四郎はどうしようと考えた。","What?"" he repeated.
As usual, the tone was uninspiring.
As he put his hand into his bosom, Sanshiro wondered what he should do.",0.0,0.0,0.5,0.5,0.0
やがて思いきった。,"Eventually, I came to my senses.",0,0,0,0,0
「このあいだの金です」,"It's the money from the other day.""",1.0,0.0,0.0,0.0,0.0
"「今くだすってもしかたがないわ」
女は下から見上げたままである。
手も出さない。","It doesn't matter what I do now.""
The woman looked up from below.
She did not even touch him.",0.0,0.0,0.0,1.0,0.0
"からだも動かさない。
顔も元のところにおちつけている。
男は女の返事さえよくは解しかねた。
その時、","He does not move his body.
Her face was still where it had been.
The man could not understand even the woman's reply.
At that moment",0.0,0.0,0.0,0.5,0.5
"「もう少しだから、どうです」と言う声がうしろで聞こえた。
見ると、原口さんがこっちを向いて立っている。
画筆を指の股にはさんだまま、三角に刈り込んだ髯の先を引っ張って笑った。","I heard a voice behind me say, ""We're almost there.
I looked over and saw Mr. Haraguchi standing facing me.
He held a paintbrush between his fingers and smiled, tugging at the end of his triangularly trimmed beard.",0.2,0.4,0.0,0.0,0.4
"美禰子は両手を椅子の肘にかけて、腰をおろしたなり、頭と背をまっすぐにのばした。
三四郎は小さな声で、","Sanshiro sat down with his hands on the elbows of his chair and straightened his head and back.
Sanshiro said in a quiet voice, ""I'm sorry, I'm sorry.",0.0,0.0,0.0,0.6,0.4
「まだよほどかかりますか」と聞いた。,"I asked, ""Does it still take much?""",0.0,0.0,0.0,0.0,1.0
"「もう一時間ばかり」と美禰子も小さな声で答えた。
三四郎はまた丸テーブルに帰った。
女はもう描かるべき姿勢を取った。","Another hour,"" Mineko answered in a quiet voice.
Sanshiro returned to the round table.
The woman was already in the posture she was supposed to draw.",0.0,0.0,0.0,0.2,0.8
"原口さんはまたパイプをつけた。
画筆はまた動きだす。
背を向けながら、原口さんがこう言った。","Mr. Haraguchi pipes up again.
The paintbrush starts moving again.
As he turned away, Mr. Haraguchi said.",0.0,0.5,0.5,0.0,0.0
"「小川さん。里見さんの目を見てごらん」
三四郎は言われたとおりにした。
美禰子は突然額から団扇を放して、静かな姿勢を崩した。","Ogawa-san. Look into Mr. Satomi's eyes.""
Sanshiro did as he was told.
Mineko suddenly released the fan from her forehead and broke her quiet posture.",0.0,0.0,0.25,0.5,0.25
横を向いてガラス越しに庭をながめている。,He turns his head to the side and looks at the garden through the glass.,0.0,0.0,0.5,0.0,0.5
「いけない。横を向いてしまっちゃ、いけない。今かきだしたばかりだのに」,"Don't turn to the side. I mustn't turn my head to the side. I just started.""",0.0,0.0,0.67,0.0,0.33
"「なぜよけいな事をおっしゃる」と女は正面に帰った。
原口さんは弁解をする。","The woman returned to the front desk.
Mr. Haraguchi made an excuse.",0.0,0.0,0.0,1.0,0.0
「ひやかしたんじゃない。小川さんに話す事があったんです」,"I wasn't just chasing after you. I had something to tell Ms. Ogawa.""",0,0,0,0,0
「何を」,What?,0,0,0,0,0
「これから話すから、まあ元のとおりの姿勢に復してください。そう。もう少し肱を前へ出して。それで小川さん、ぼくの描いた目が、実物の表情どおりできているかね」,"I'm going to talk to you now, and, well, you can return to your original posture. Yes. Now, I'm going to talk now, so I'd like you to return to your original posture. And, Mr. Ogawa, are the eyes I drew the same as in real life?",0.0,0.0,0.0,0.2,0.8
「どうもよくわからんですが。いったいこうやって、毎日毎日描いているのに、描かれる人の目の表情がいつも変らずにいるものでしょうか」,"I don't understand. I wonder if the expression in the eyes of the person being painted always remains the same, even though he or she paints like this day after day.",0.4,0.0,0.2,0.4,0.0
"「それは変るだろう。本人が変るばかりじゃない、画工のほうの気分も毎日変るんだから、本当を言うと、肖像画が何枚でもできあがらなくっちゃならないわけだが、そうはいかない。またたった一枚でかなりまとまったものができるから不思議だ。なぜといって見たまえ……」
原口さんはこのあいだしじゅう筆を使っている。
美禰子の方も見ている。","It will change. Not only does he change, but the artist's mood also changes every day. It's a wonder that only one portrait is enough to make a coherent work of art. Why not just say, ""Look at ......""?
Mr. Haraguchi has been using a brush for a while now.
Mineko is also looking at it.",0.17,0.0,0.33,0.33,0.17
三四郎は原口さんの諸機関が一度に働くのを目撃して恐れ入った。,Sanshiro was afraid to witness Mr. Haraguchi's various agencies working at once.,0.0,0.0,0.0,0.0,1.0
"「こうやって毎日描いていると、毎日の量が積もり積もって、しばらくするうちに、描いている絵に一定の気分ができてくる。だから、たといほかの気分で戸外から帰って来ても、画室へはいって、絵に向かいさえすれば、じきに一種一定の気分になれる。つまり絵の中の気分が、こっちへ乗り移るのだね。里見さんだって同じ事だ。しぜんのままにほうっておけばいろいろの刺激でいろいろの表情になるにきまっているんだが、それがじっさい絵のうえへ大した影響を及ぼさないのは、ああいう姿勢や、こういう乱雑な鼓だとか、鎧だとか、虎の皮だとかいう周囲のものが、しぜんに一種一定の表情を引き起こすようになってきて、その習慣が次第にほかの表情を圧迫するほど強くなるから、まあたいていなら、この目つきをこのままで仕上げていけばいいんだね。それに表情といったって……」
原口さんは突然黙った。
どこかむずかしいところへきたとみえる。","When I paint every day in this way, the amount of work I do each day accumulates, and after a while, I find that I have a certain mood in the pictures I am painting. So, even if I come home from outside in a different mood, as long as I go into the painting room and face the painting, I will soon be in a certain mood. In other words, the mood in the painting is transferred to me. The same is true for Mr. Satomi. If left as it is naturally, various stimuli will cause various expressions, but they will not have much effect on the painting. The habit gradually becomes so strong that it overpowers the other facial expressions. And by facial expressions, I mean .......""
Mr. Haraguchi suddenly fell silent.
He seemed to have reached a difficult point.",0.15,0.1,0.1,0.45,0.2
二足ばかり立ちのいて、美禰子と絵をしきりに見比べている。,"He stood on his two feet, comparing the picture with Mineko's.",0.0,0.0,0.0,0.0,1.0
「里見さん、どうかしましたか」と聞いた。,"I asked, ""Mr. Satomi, what's wrong?""",0.0,0.0,0.0,0.0,1.0
"「いいえ」
この答は美禰子の口から出たとは思えなかった。
美禰子はそれほど静かに姿勢をくずさずにいる。","No.""
This answer could not have come from Mineko's mouth.
Mineko remained so quiet and did not change her posture.",0.0,0.0,0.0,0.75,0.25
「それに表情といったって」と原口さんがまた始めた。,"And by ""expression,"" Mr. Haraguchi began again.",0.0,0.0,0.0,1.0,0.0
"「画工はね、心を描くんじゃない。心が外へ見世を出しているところを描くんだから、見世さえ手落ちなく観察すれば、身代はおのずからわかるものと、まあ、そうしておくんだね。見世でうかがえない身代は画工の担任区域以外とあきらめべきものだよ。だから我々は肉ばかり描いている。どんな肉を描いたって、霊がこもらなければ、死肉だから、絵として通用しないだけだ。そこでこの里見さんの目もね。里見さんの心を写すつもりで描いているんじゃない。ただ目として描いている。この目が気に入ったから描いている。この目の恰好だの、二重瞼の影だの、眸の深さだの、なんでもぼくに見えるところだけを残りなく描いてゆく。すると偶然の結果として、一種の表情が出てくる。もし出てこなければ、ぼくの色の出しぐあいが悪かったか、恰好の取り方がまちがっていたか、どっちかになる。現にあの色あの形そのものが一種の表情なんだからしかたがない」
原口さんは、この時また二足ばかりあとへさがって、美禰子と絵とを見比べた。","The painter does not paint the heart. If you observe the world without error, you will naturally know your body. If you can't tell from the world, you should give up on the body except in the area where you are in charge of art. That is why we draw only flesh. No matter what kind of flesh we draw, if it does not contain the spirit, it is dead flesh, so it is not acceptable as a picture. So, too, Mr. Satomi's eyes. I did not paint them with the intention of capturing Satomi's heart. I just drew them as eyes. I drew it because I liked her eyes. The shape of the eyes, the shadow of the double lids, the depth of the eyes, and whatever else I could see, I would draw only what remained. Then, as a result of chance, a kind of expression appears. If it doesn't, then either I did not use the right colors, or I did not use the right style. In fact, that color and that shape itself is a kind of expression, so there is nothing I can do about it.
At this point, Mr. Haraguchi stepped back a couple of feet to compare Mineko and the painting.",0.21,0.0,0.04,0.39,0.36
「どうも、きょうはどうかしているね。疲れたんでしょう。疲れたら、もうよしましょう。――疲れましたか」,"Thank you, you are out of your mind today. You must be tired. If you're tired, let's call it a day. --Are you tired?",0.5,0.0,0.5,0.0,0.0
"「いいえ」
原口さんはまた絵へ近寄った。","No.""
Mr. Haraguchi approached the painting again.",0,0,0,0,0
"「それで、ぼくがなぜ里見さんの目を選んだかというとね。まあ話すから聞きたまえ。西洋画の女の顔を見ると、だれのかいた美人でも、きっと大きな目をしている。おかしいくらい大きな目ばかりだ。ところが日本では観音様をはじめとして、お多福、能の面、もっとも著しいのは浮世絵にあらわれた美人、ことごとく細い。みんな象に似ている。なぜ東西で美の標準がこれほど違うかと思うと、ちょっと不思議だろう。ところがじつはなんでもない。西洋には目の大きいやつばかりいるから、大きい目のうちで、美的淘汰が行なわれる。日本は鯨の系統ばかりだから――ピエルロチーという男は、日本人の目は、あれでどうしてあけるだろうなんてひやかしている。――そら、そういう国柄だから、どうしたって材料の少ない大きな目に対する審美眼が発達しようがない。そこで選択の自由のきく細い目のうちで、理想ができてしまったのが、歌麿になったり、祐信になったりして珍重がられている。しかしいくら日本的でも、西洋画には、ああ細いのは盲目をかいたようでみっともなくっていけない。といって、ラファエルの聖母のようなのは、てんでありゃしないし、あったところが日本人とは言われないから、そこで里見さんを煩わすことになったのさ。里見さんもう少しですよ」
答はなかった。
美禰子はじっとしている。","So, why did I choose Satomi's eyes? Well, I will tell you. When you look at the faces of women in Western paintings, no matter who drew them, they all have big eyes. They are so big that it's ridiculous. In Japan, however, the Kannon, Otafuku, masks of Noh plays, and most strikingly, the beauties in ukiyoe prints are all thin. They all resemble elephants. One might wonder why the standards of beauty are so different between East and West. In fact, it is nothing. In the West, there are only those with large eyes, so aesthetic selection is carried out among those with large eyes. Japan is full of whales--a man named Pierrochette is wondering how the Japanese can open their eyes like that. --Well, because of this, it is impossible to develop an aesthetic eye for large eyes with little material to work with. The ideal of the narrow eye, which allows for freedom of choice, was created and is prized by artists such as Utamaro and Sukenobu. However, no matter how Japanese it may be, in Western painting, such a narrow eye is not appropriate, as it looks like a blind eye. In fact, there is nothing like Raphael's Madonna, and even if there were, it would not be considered Japanese, which is why it bothered Mr. Satomi so much. Satomi-san, you're almost there.
There was no answer.
Minako remained still.",0.25,0.1,0.15,0.1,0.4
"三四郎はこの画家の話をはなはだおもしろく感じた。
とくに話だけ聞きに来たのならばなお幾倍の興味を添えたろうにと思った。
三四郎の注意の焦点は、今、原口さんの話のうえにもない、原口さんの絵のうえにもない。
むろん向こうに立っている美禰子に集まっている。
三四郎は画家の話に耳を傾けながら、目だけはついに美禰子を離れなかった。","Sanshiro found this painter's story extremely interesting.
Especially if he had come here only to listen to the story, he would have found it even more interesting.
Sanshiro's attention was not focused on Mr. Haraguchi's story, nor on his painting.
His attention was focused, of course, on Mineko standing over there.
While Sanshiro listened to the artist, his eyes never left Mineko.",0.67,0.0,0.0,0.0,0.33
"彼の目に映じた女の姿勢は、自然の経過を、もっとも美しい刹那に、捕虜にして動けなくしたようである。
変らないところに、長い慰謝がある。
しかるに原口さんが突然首をひねって、女にどうかしましたかと聞いた。
その時三四郎は、少し恐ろしくなったくらいである。
移りやすい美しさを、移さずにすえておく手段が、もう尽きたと画家から注意されたように聞こえたからである。","The woman's posture in his eyes seems to have held the passage of nature captive and immobile in the most beautiful of moments.
Where there is no change, there is a long consolation.
Then Mr. Haraguchi suddenly twisted his head and asked the woman what was wrong.
At that time, Sanshiro felt a little frightened.
It sounded as if the artist was warning him that he had run out of ways to preserve the transitory beauty of his work.",0.15,0.0,0.0,0.15,0.69
"なるほどそう思って見ると、どうかしているらしくもある。
色光沢がよくない。
目尻にたえがたいものうさが見える。
三四郎はこの活人画から受ける安慰の念を失った。
同時にもしや自分がこの変化の原因ではなかろうかと考えついた。","When I look at it that way, it seems to me that there is something wrong with it.
The color and luster are not good.
The corners of the eyes showed an unbearable gloominess.
Sanshiro lost the sense of comfort he had felt from this picture.
At the same time, he wondered if he might be the cause of this change.",0.0,0.0,0.14,0.86,0.0
"たちまち強烈な個性的の刺激が三四郎の心をおそってきた。
移り行く美をはかなむという共通性の情緒はまるで影をひそめてしまった。
――自分はそれほどの影響をこの女のうえに有しておる。
――三四郎はこの自覚のもとにいっさいの己を意識した。
けれどもその影響が自分にとって、利益か不利益かは未決の問題である。","A strong sense of individuality immediately struck Sanshiro's heart.
The common sentiment of appreciating beauty in transition was overshadowed.
--He was aware that he had such an influence on this woman.
--With this awareness, Sanshiro became fully conscious of himself.
But whether this influence was beneficial or detrimental to him was an open question.",0.33,0.08,0.08,0.25,0.25
その時原口さんが、とうとう筆をおいて、,"At that time, Mr. Haraguchi finally put down his brush and",0.0,0.0,0.33,0.33,0.33
"「もうよそう。きょうはどうしてもだめだ」と言いだした。
美禰子は持っていた団扇を、立ちながら床の上に落とした。
椅子にかけた羽織を取って着ながら、こちらへ寄って来た。","I'm not going to do it anymore. I just can't do it today.
Minako dropped her fan on the floor as she stood up.
She picked up her haori, which was hanging on a chair, and came closer to me as she put it on.",0.0,0.0,0.25,0.5,0.25
「きょうは疲れていますね」,You look tired today.,0,0,0,0,0
「私？」と羽織の裄をそろえて、紐を結んだ。,"Me?"" and aligned the sleeves of her haori and tied the strings.",0,0,0,0,0
"「いやじつはぼくも疲れた。またあした天気のいい時にやりましょう。まあお茶でも飲んでゆっくりなさい」
夕暮れには、まだ間があった。
けれども美禰子は少し用があるから帰るという。","I'm tired, too. Let's do it again tomorrow when the weather is better. Have a cup of tea and relax.
There was still some time before dusk.
However, Mineko said she had some business to attend to, so she was going home.",0.25,0.0,0.0,0.25,0.5
