『銀河鉄道の夜』宮沢賢治,En_text,Happy,Angry,Surprise,Sad,Fear
（こんなしずかないいとこで僕はどうしてもっと愉快になれないだろう。どうしてこんなにひとりさびしいのだろう。けれどもカムパネルラなんかあんまりひどい、僕といっしょに汽車に乗っていながらまるであんな女の子とばかり談しているんだもの。僕はほんとうにつらい。）ジョバンニはまた両手で顔を半分かくすようにして向うの窓のそとを見つめていました。,"（Why can't I be more pleasant in such a quiet cousin? Why am I so lonely and alone? But Kam Panelara is so terrible, riding the train with me, and yet he's always chatting with that girl. It's really hard for me.) Giovanni was staring out the window with his hands covering half of his face.",0.14,0.14,0.14,0.29,0.29
すきとおった硝子のような笛が鳴って汽車はしずかに動き出し、カムパネルラもさびしそうに星めぐりの口笛を吹きました。,"The train started moving quietly, its whistle sounding like a clear glass, and Kam Panela whistled a sad, starry tune.",0.0,0.0,0.0,1.0,0.0
「ええ、ええ、もうこの辺はひどい高原ですから。」,"Yeah, yeah, it's a terrible plateau around here already.""",0.0,0.0,0.0,0.0,1.0
うしろの方で誰かとしよりらしい人のいま眼がさめたという風ではきはき談している声がしました。,"Behind me, I heard a voice of someone who looked like he or she had just woken up and was talking briskly with another person.",0.0,0.0,0.0,0.0,1.0
「とうもろこしだって棒で二尺も孔をあけておいてそこへ播かないと生えないんです。」,"Even corn won't grow unless you drill a hole two feet deep with a stick and sow it there.""",0.0,0.0,0.25,0.25,0.5
「そうですか。川まではよほどありましょうかねえ、」,I see. Is it a long way to the river?,0.0,0.0,0.0,0.0,1.0
「ええええ河までは二千尺から六千尺あります。もうまるでひどい峡谷になっているんです。」,"It's 2,000 to 6,000 feet to the river. It's like a terrible canyon.",0.0,0.0,0.0,0.0,1.0
"そうそうここはコロラドの高原じゃなかったろうか、ジョバンニは思わずそう思いました。
カムパネルラはまださびしそうにひとり口笛を吹き、女の子はまるで絹で包んだ苹果のような顔いろをしてジョバンニの見る方を見ているのでした。
突然とうもろこしがなくなって巨きな黒い野原がいっぱいにひらけました。","Giovanni thought to himself, ""Isn't this the Colorado Plateau?
The girl looked at Giovanni with a face like an apple wrapped in silk.
Suddenly the corn was gone and a huge black field opened up.",0.0,0.0,0.5,0.0,0.5
新世界交響楽はいよいよはっきり地平線のはてから湧きそのまっ黒な野原のなかを一人のインデアンが白い鳥の羽根を頭につけたくさんの石を腕と胸にかざり小さな弓に矢を番えて一目散に汽車を追って来るのでした。,"The symphonic music of the New World was now welling up from beyond the horizon, and through the blackness of the field an Indian, with a white bird's feather on his head and many stones on his arms and chest and a small bow and arrow, came chasing the train at a dash.",0.0,0.17,0.17,0.17,0.5
「あら、インデアンですよ。インデアンですよ。ごらんなさい。」,"Oh, it's an Indian. It's an Indian. Look at them.""",0,0,0,0,0
"黒服の青年も眼をさましました。
ジョバンニもカムパネルラも立ちあがりました。","The young man in black woke up.
Both Giovanni and Camperla stood up.",0.0,0.0,0.0,0.0,1.0
「走って来るわ、あら、走って来るわ。追いかけているんでしょう。」,"'They're coming running, oh my, they're coming running. They must be chasing us.""",0.0,0.0,1.0,0.0,0.0
「いいえ、汽車を追ってるんじゃないんですよ。猟をするか踊るかしてるんですよ。」,"No, I'm not chasing a train. I'm hunting or dancing.""",0.0,0.0,0.5,0.0,0.5
"青年はいまどこに居るか忘れたという風にポケットに手を入れて立ちながら云いました。
まったくインデアンは半分は踊っているようでした。
第一かけるにしても足のふみようがもっと経済もとれ本気にもなれそうでした。","The young man stood there with his hands in his pockets as if he had forgotten where he was.
The Indian was half dancing.
The first thing he did was to put his feet up, but he seemed to be more economical and serious about it.",0.0,0.25,0.0,0.25,0.5
"にわかにくっきり白いその羽根は前の方へ倒れるようになりインデアンはぴたっと立ちどまってすばやく弓を空にひきました。
そこから一羽の鶴がふらふらと落ちて来てまた走り出したインデアンの大きくひろげた両手に落ちこみました。
インデアンはうれしそうに立ってわらいました。","The feathers, suddenly clear and white, fell forward, and the Indian stood fast and quickly drew his bow to the sky.
A crane swooped down and fell into the outstretched hands of the running Indian.
The Indian stood up and laughed happily.",0.11,0.22,0.0,0.22,0.44
"そしてその鶴をもってこっちを見ている影ももうどんどん小さく遠くなり電しんばしらの碍子がきらっきらっと続いて二つばかり光ってまたとうもろこしの林になってしまいました。
こっち側の窓を見ますと汽車はほんとうに高い高い崖の上を走っていてその谷の底には川がやっぱり幅ひろく明るく流れていたのです。","The shadow looking at me with the crane became smaller and more distant, and the insulators on the telegraph pole glinted and glittered, followed by two more glints, and then the train was back in the corn grove.
When I looked out the window on this side, I saw that the train was really running on a high, high cliff, and there was a wide, bright river flowing at the bottom of the valley.",0.11,0.33,0.11,0.11,0.33
「ええ、もうこの辺から下りです。何せこんどは一ぺんにあの水面までおりて行くんですから容易じゃありません。この傾斜があるもんですから汽車は決して向うからこっちへは来ないんです。そら、もうだんだん早くなったでしょう。」,"Yes, it's all downhill from here. It is not easy to go down to the surface of the water at once this time. Because of the slope, the train will never come this way from the other side. You see, it's getting faster and faster.",0.0,0.0,0.0,1.0,0.0
"さっきの老人らしい声が云いました。
どんどんどんどん汽車は降りて行きました。
崖のはじに鉄道がかかるときは川が明るく下にのぞけたのです。","The voice that sounded like the old man from before said.
The train went down faster and faster.
When the train came over the edge of the cliff, the river was brightly visible below.",0.33,0.0,0.0,0.33,0.33
"ジョバンニはだんだんこころもちが明るくなって来ました。
汽車が小さな小屋の前を通ってその前にしょんぼりひとりの子供が立ってこっちを見ているときなどは思わずほうと叫びました。
どんどんどんどん汽車は走って行きました。","Giovanni's heart began to lighten up.
When the train passed by a small hut and a child was standing in front of the hut looking at him, he exclaimed, ""What a wonderful sight!
The train went on and on and on.",0.0,0.0,0.25,0.5,0.25
"室中のひとたちは半分うしろの方へ倒れるようになりながら腰掛にしっかりしがみついていました。
ジョバンニは思わずカムパネルラとわらいました。
もうそして天の川は汽車のすぐ横手をいままでよほど激しく流れて来たらしくときどきちらちら光ってながれているのでした。","The people in the room were half falling backward, clinging tightly to the stools.
Giovanni couldn't help but laugh with the campanella.
The Milky Way seemed to have been flowing very fast right next to the train, and it sometimes glittered.",0.0,0.33,0.0,0.0,0.67
"うすあかい河原なでしこの花があちこち咲いていました。
汽車はようやく落ち着いたようにゆっくりと走っていました。
向うとこっちの岸に星のかたちとつるはしを書いた旗がたっていました。","The pale blue riverbank nadeshiko flowers were blooming here and there.
The train was running slowly as if it had finally calmed down.
There were flags with stars and pickaxes on the opposite and opposite banks.",0.25,0.0,0.0,0.25,0.5
「あれ何の旗だろうね。」,I wonder what flag that is.,0.0,0.0,1.0,0.0,0.0
ジョバンニがやっとものを云いました。,Giovanni finally said something.,0.0,0.0,0.0,0.0,1.0
「さあ、わからないねえ、地図にもないんだもの。鉄の舟がおいてあるねえ。」,I don't know. It's not even on the map. There's an iron boat.,0.0,0.0,0.0,1.0,0.0
「ああ。」,"Oh.""",0,0,0,0,0
「橋を架けるとこじゃないんでしょうか。」,"Isn't this the part where you build bridges?""",0.0,0.0,0.0,0.0,1.0
女の子が云いました。,The girl said.,0.0,0.0,1.0,0.0,0.0
「あああれ工兵の旗だねえ。架橋演習をしてるんだ。けれど兵隊のかたちが見えないねえ。」,"I said, ""Oh, that's the flag of the Corps of Engineers, isn't it? They are doing bridge-building exercises. But I don't see any soldiers.",0.0,0.0,0.0,0.5,0.5
その時向う岸ちかくの少し下流の方で見えない天の川の水がぎらっと光って柱のように高くはねあがりどぉと烈しい音がしました。,"At that moment, near the opposite bank, a little downstream, the invisible waters of the Milky Way glistened and rose high like a pillar, making a loud and violent sound.",0.0,0.0,0.0,0.33,0.67
「発破だよ、発破だよ。」,"Blasting, blasting, blasting.""",0,0,0,0,0
"カムパネルラはこおどりしました。
その柱のようになった水は見えなくなり大きな鮭や鱒がきらっきらっと白く腹を光らせて空中に抛り出されて円い輪を描いてまた水に落ちました。
ジョバンニはもうはねあがりたいくらい気持が軽くなって云いました。","Cam panela danced.
The pillar of water disappeared from sight, and large salmon and trout, their bellies glistening white, were thrown up into the air and fell back into the water in a circle.
Giovanni felt so light that he wanted to jump up and down.",0.0,0.12,0.12,0.38,0.38
「空の工兵大隊だ。どうだ、鱒やなんかがまるでこんなになってはねあげられたねえ。僕こんな愉快な旅はしたことない。いいねえ。」,"It's a battalion of engineers in the sky. Look at all the trout and stuff, all splashed up like this. I've never been on a trip like this. I love it.",0.33,0.33,0.0,0.0,0.33
「あの鱒なら近くで見たらこれくらいあるねえ、たくさんさかな居るんだな、この水の中に。」,"""That trout looks about this big up close, there must be a lot of fish in this water.""",0.33,0.0,0.0,0.67,0.0
「小さなお魚もいるんでしょうか。」,"I wonder if there are any little fish in there.""",0.0,0.0,1.0,0.0,0.0
女の子が談につり込まれて云いました。,"A girl was hung up on the conversation and said, ""I'm sorry, but I can't help it.",0.0,0.0,0.5,0.5,0.0
「居るんでしょう。大きなのが居るんだから小さいのもいるんでしょう。けれど遠くだからいま小さいの見えなかったねえ。」,"I'm sure there are some. There are big ones, so there must be small ones, too. But I couldn't see the small ones because they were so far away.",0.0,1.0,0.0,0.0,0.0
ジョバンニはもうすっかり機嫌が直って面白そうにわらって女の子に答えました。,Giovanni was now in a better mood and answered the girl with an amused grin.,0.0,0.33,0.33,0.33,0.0
「あれきっと双子のお星さまのお宮だよ。」,"That must be the palace of the twin stars.""",0,0,0,0,0
"男の子がいきなり窓の外をさして叫びました。
右手の低い丘の上に小さな水晶ででもこさえたような二つのお宮がならんで立っていました。","A boy suddenly shouted out the window.
On a low hill to his right stood two palaces, each made of small crystals.",0.0,0.0,0.25,0.5,0.25
「双子のお星さまのお宮って何だい。」,What is the palace of the twin stars?,0,0,0,0,0
「あたし前になんべんもお母さんから聴いたわ。ちゃんと小さな水晶のお宮で二つならんでいるからきっとそうだわ。」,"My mother told me many times before. I'm sure it's true, because they're standing side by side in a small crystal palace.""",0.0,0.0,0.0,0.5,0.5
「はなしてごらん。双子のお星さまが何したっての。」,"What did the twin stars do? What did the twin stars do?""",0,0,0,0,0
「ぼくも知ってらい。双子のお星さまが野原へ遊びにでてからすと喧嘩したんだろう。」,"I know it too. The twin stars must have gone out to play in the field and had a fight with a crow.""",0.0,0.0,0.0,0.33,0.67
「そうじゃないわよ。あのね、天の川の岸にね、おっかさんお話なすったわ、……」,"No, it's not that. You know, on the banks of the Milky Way, a man told me a story. ......",0.0,0.0,0.0,0.5,0.5
「それから彗星がギーギーフーギーギーフーて云って来たねえ。」,And then the comet came whizzing by.,0,0,0,0,0
「いやだわたあちゃんそうじゃないわよ。それはべつの方だわ。」,"No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no. It's the other one.""",0,0,0,0,0
「するとあすこにいま笛を吹いて居るんだろうか。」,"""Then I wonder if he's playing his flute in Asuko right now.""",0.0,0.0,0.5,0.0,0.5
「いま海へ行ってらあ。」,I'm at the beach.,0,0,0,0,0
「いけないわよ。もう海からあがっていらっしゃったのよ。」,"He said, ""No, you can't. He's already out of the water. He's already out of the water.""",0.0,0.0,0.0,1.0,0.0
「そうそう。ぼく知ってらあ、ぼくおはなししよう。」,"""Yes, yes. I know, I'll tell you a story.""",0,0,0,0,0
"川の向う岸が俄かに赤くなりました。
楊の木や何かもまっ黒にすかし出され見えない天の川の波もときどきちらちら針のように赤く光りました。
まったく向う岸の野原に大きなまっ赤な火が燃されその黒いけむりは高く桔梗いろのつめたそうな天をも焦がしそうでした。","The bank on the other side of the river suddenly turned red.
Even the waves of the Milky Way, which could not be seen, glowed red like needles from time to time.
A huge red fire burned in the fields on the other side of the river, and its black smoke seemed to scorch the high, bellows-colored, and sultry heavens.",0.0,0.46,0.15,0.08,0.31
ルビーよりも赤くすきとおりリチウムよりもうつくしく酔ったようになってその火は燃えているのでした。,The fire was redder than rubies and more glamorous than lithium.,0,0,0,0,0
「あれは何の火だろう。あんな赤く光る火は何を燃やせばできるんだろう。」,"What kind of fire is that? I wonder what you have to burn to make that glowing red fire.""",0.17,0.33,0.17,0.33,0.0
ジョバンニが云いました。,Giovanni said.,0,0,0,0,0
「蝎の火だな。」,"Scorpion fire.""",0,0,0,0,0
カムパネルラが又地図と首っ引きして答えました。,"Camperla again replied, tugging at the map.",0,0,0,0,0
「あら、蝎の火のことならあたし知ってるわ。」,"""Oh, I know about the scorpion fire.""",0,0,0,0,0
「蝎の火ってなんだい。」,What is the Scorpion Fire?,0,0,0,0,0
ジョバンニがききました。,Giovanni asked.,0.0,0.0,0.0,0.0,1.0
「蝎がやけて死んだのよ。その火がいまでも燃えてるってあたし何べんもお父さんから聴いたわ。」,The scorpion burned to death. I heard many times from my father that the fire is still burning.,0.0,0.0,0.0,0.67,0.33
「蝎って、虫だろう。」,"Scorpions are bugs, right?""",0.0,0.0,0.0,0.0,1.0
「ええ、蝎は虫よ。だけどいい虫だわ。」,"Yes, the scorpion is a bug. But it's a good bug.""",0.0,0.0,0.0,0.0,1.0
「蝎いい虫じゃないよ。僕博物館でアルコールにつけてあるの見た。尾にこんなかぎがあってそれで螫されると死ぬって先生が云ったよ。」,"I saw them dipped in alcohol at the museum. I saw one dipped in alcohol at the museum. The teacher told me that it has a hook on its tail and that if you sting it with it, you will die.",0.0,0.0,0.0,1.0,0.0
「そうよ。だけどいい虫だわ、お父さん斯う云ったのよ。むかしのバルドラの野原に一ぴきの蝎がいて小さな虫やなんか殺してたべて生きていたんですって。するとある日いたちに見附かって食べられそうになったんですって。さそりは一生けん命遁げて遁げたけどとうとういたちに押えられそうになったわ、そのときいきなり前に井戸があってその中に落ちてしまったわ、もうどうしてもあがられないでさそりは溺れはじめたのよ。そのときさそりは斯う云ってお祈りしたというの、ああ、わたしはいままでいくつのものの命をとったかわからない、そしてその私がこんどいたちにとられようとしたときはあんなに一生けん命にげた。それでもとうとうこんなになってしまった。ああなんにもあてにならない。どうしてわたしはわたしのからだをだまっていたちに呉れてやらなかったろう。そしたらいたちも一日生きのびたろうに。どうか神さま。私の心をごらん下さい。こんなにむなしく命をすてずどうかこの次にはまことのみんなの幸のために私のからだをおつかい下さい。って云ったというの。そしたらいつか蝎はじぶんのからだがまっ赤なうつくしい火になって燃えてよるのやみを照らしているのを見たって。いまでも燃えてるってお父さん仰ったわ。ほんとうにあの火それだわ。」,"Yes, but it's a good bug. But it's a good bug. Once upon a time in the fields of Baldora, there was a scorpion that lived by killing and eating small insects and other things. One day, the scorpion was spotted by a group of men and almost eaten. The scorpion tried its best to escape, but finally it was about to be seized by the weasels, when suddenly there was a well in front of it, and it fell into it. I don't know how many lives I have taken so far, and the last time the weasels tried to take mine, I fought so hard to save myself. And yet, here I am at last. I don't know how many lives I have taken, and when they tried to take me the other day, I fought so hard for my life. Why didn't I just give my body to them? Then they would have lived a day longer. Please God, look at my heart. Look at my heart. Please use my body for the happiness of everyone in Hamakoto. Please use my body for the happiness of everyone in Makoto. Then one day, Scorpion saw his body burning as a bright red fire, lighting up the night sky. He said, ""It is still burning even now. That's really the fire.",0.21,0.12,0.12,0.24,0.32
「そうだ。見たまえ。そこらの三角標はちょうどさそりの形にならんでいるよ。」,"Yes,"" he said. Look at them. Those triangles are lined up in the shape of a scorpion.",0.0,0.0,0.0,0.0,1.0
"ジョバンニはまったくその大きな火の向うに三つの三角標がちょうどさそりの腕のようにこっちに五つの三角標がさそりの尾やかぎのようにならんでいるのを見ました。
そしてほんとうにそのまっ赤なうつくしいさそりの火は音なくあかるくあかるく燃えたのです。
その火がだんだんうしろの方になるにつれてみんなは何とも云えずにぎやかなさまざまの楽の音や草花の匂のようなもの口笛や人々のざわざわ云う声やらを聞きました。","Giovanni saw three triangles on the other side of the big fire, just like the arms of a scorpion, and five triangles on this side, just like the tail or the hook of a scorpion.
And indeed, the bright red fire of the beautiful scorpion burned brightly and noiselessly.
As the fire grew closer and closer to the rear, everyone heard the indescribable sounds of music, the smell of flowers and grass, whistles, and the rustling of people's voices.",0.33,0.22,0.0,0.22,0.22
それはもうじきちかくに町か何かがあってそこにお祭でもあるというような気がするのでした。,"It seemed as if there was a town or something in the near future, and that there would be a festival there.",0.0,0.0,0.0,1.0,0.0
「ケンタウル露をふらせ。」,"Centauri, indulge the dew.""",0,0,0,0,0
"いきなりいままで睡っていたジョバンニのとなりの男の子が向うの窓を見ながら叫んでいました。
ああそこにはクリスマストリイのようにまっ青な唐檜かもみの木がたってその中にはたくさんのたくさんの豆電燈がまるで千の蛍でも集ったようについていました。","Suddenly, the boy next to Giovanni, who had been sleeping until then, looked out the window and shouted.
There was a tree as blue as a Christmas tree, and inside it, there were many, many lights, as if it were filled with a thousand fireflies.",0.0,0.0,0.33,0.33,0.33
「ああ、そうだ、今夜ケンタウル祭だねえ。」,"Oh yeah, it's the Centaur Festival tonight.""",0.0,0.0,0.0,0.0,1.0
「ああ、ここはケンタウルの村だよ。」,"Yeah, this is the village of Centaur.""",0.0,0.0,0.0,0.0,1.0
"カムパネルラがすぐ云いました。
〔以下原稿一枚？なし〕","Camperla immediately said, ""I'm sorry, I'm sorry.
""I have one manuscript? None.",0.0,0.0,0.0,1.0,0.0
「ボール投げなら僕決してはずさない。」,"If I'm throwing a ball, I never miss.""",0.0,0.0,0.0,1.0,0.0
男の子が大威張りで云いました。,The boy said with great authority.,0.5,0.0,0.0,0.0,0.5
「もうじきサウザンクロスです。おりる支度をして下さい。」,"We will be at the Southern Cross soon. Get ready to disembark.""",0.5,0.5,0.0,0.0,0.0
青年がみんなに云いました。,The young man told everyone.,0.0,0.0,0.0,1.0,0.0
「僕も少し汽車へ乗ってるんだよ。」,I'm taking a little train ride myself.,0.0,0.0,1.0,0.0,0.0
"男の子が云いました。
カムパネルラのとなりの女の子はそわそわ立って支度をはじめましたけれどもやっぱりジョバンニたちとわかれたくないようなようすでした。","The boy said.
The girl next to Cam panela stood up nervously and started to get ready, but she didn't seem to want to leave Giovanni and the others.",0.25,0.0,0.25,0.25,0.25
「ここでおりなけぁいけないのです。」,You have to get off here.,0,0,0,0,0
青年はきちっと口を結んで男の子を見おろしながら云いました。,The young man looked down at the boy with a tight-lipped smile.,0.5,0.5,0.0,0.0,0.0
「厭だい。僕もう少し汽車へ乗ってから行くんだい。」,I don't want to go. I'm going to take a little more train and then I'll be on my way.,0.0,1.0,0.0,0.0,0.0
ジョバンニがこらえ兼ねて云いました。,Giovanni could not contain himself.,0.0,0.0,0.0,1.0,0.0
「僕たちと一緒に乗って行こう。僕たちどこまでだって行ける切符持ってるんだ。」,"Come along for the ride with us. We have a ticket to go anywhere.""",0,0,0,0,0
「だけどあたしたちもうここで降りなけぁいけないのよ。ここ天上へ行くとこなんだから。」,"But we have to get off here. We're on our way to heaven.""",0.0,0.0,1.0,0.0,0.0
女の子がさびしそうに云いました。,The girl said sadly.,0.0,0.0,1.0,0.0,0.0
「天上へなんか行かなくたっていいじゃないか。ぼくたちここで天上よりももっといいとこをこさえなけぁいけないって僕の先生が云ったよ。」,"My teacher said, ""We don't have to go to heaven. My teacher said that we have to make a better life here than in heaven.",0.0,0.0,0.4,0.4,0.2
「だっておっ母さんも行ってらっしゃるしそれに神さまが仰っしゃるんだわ。」,"Because your mother's been there, and God says so.""",0.0,0.0,1.0,0.0,0.0
「そんな神さまうその神さまだい。」,"""Such a god is a god of lies.""",0.0,0.0,1.0,0.0,0.0
「あなたの神さまうその神さまよ。」,"Your God, my God.""",0.0,0.0,1.0,0.0,0.0
「そうじゃないよ。」,"No, I don't.""",0,0,0,0,0
「あなたの神さまってどんな神さまですか。」,"What kind of God is your God?""",0.33,0.0,0.67,0.0,0.0
青年は笑いながら云いました。,The young man said with a laugh.,0,0,0,0,0
「ぼくほんとうはよく知りません、けれどもそんなんでなしにほんとうのたった一人の神さまです。」,"I don't really know him, but he's not like that, he's the one true God.""",0.0,0.5,0.5,0.0,0.0
「ほんとうの神さまはもちろんたった一人です。」,"There is, of course, only one true God.""",0.0,0.0,1.0,0.0,0.0
「ああ、そんなんでなしにたったひとりのほんとうのほんとうの神さまです。」,"Oh, no, it's not like that, it's the one and only true and real God.""",0.0,0.33,0.33,0.33,0.0
「だからそうじゃありませんか。わたくしはあなた方がいまにそのほんとうの神さまの前にわたくしたちとお会いになることを祈ります。」,"I pray that you will now meet us in the presence of the true God. We pray that you will now meet us in the presence of that true God.""",0.0,0.0,0.5,0.0,0.5
"青年はつつましく両手を組みました。
女の子もちょうどその通りにしました。
みんなほんとうに別れが惜しそうでその顔いろも少し青ざめて見えました。","The young man folded his hands together modestly.
The girl did the same.
The girls looked a little pale as they said their goodbyes.",0.0,0.0,0.5,0.25,0.25
ジョバンニはあぶなく声をあげて泣き出そうとしました。,Giovanni gasped and tried to cry out.,0.0,0.0,1.0,0.0,0.0
「さあもう支度はいいんですか。じきサウザンクロスですから。」,Are you ready to go? We'll be at Southern Cross soon.,0.5,0.5,0.0,0.0,0.0
"ああそのときでした。
見えない天の川のずうっと川下に青や橙やもうあらゆる光でちりばめられた十字架がまるで一本の木という風に川の中から立ってかがやきその上には青じろい雲がまるい環になって後光のようにかかっているのでした。
汽車の中がまるでざわざわしました。","It was at that moment that I saw a cross encrusted with blue, orange, and every other kind of light.
A cross studded with blue, orange, and every other kind of light was standing out of the river, like a tree, and above it, a halo of blue-gray clouds formed a round ring.
The train was in an uproar.",0.2,0.2,0.0,0.4,0.2
"みんなあの北の十字のときのようにまっすぐに立ってお祈りをはじめました。
あっちにもこっちにも子供が瓜に飛びついたときのようなよろこびの声や何とも云いようない深いつつましいためいきの音ばかりきこえました。
そしてだんだん十字架は窓の正面になりあの苹果の肉のような青じろい環の雲もゆるやかにゆるやかに繞っているのが見えました。","Everyone stood up straight and began to pray, just as they had done at the Northern Cross.
Here and there, I could hear the sound of a child's joyous cry as if it had jumped onto a gourd, and the sound of a deep, solemn sigh.
And then, as the cross became more and more visible in front of the window, I could see the clouds of blue-green rings, like the flesh of an apple, slowly and gently moving.",0.11,0.22,0.11,0.33,0.22
「ハルレヤハルレヤ。」,"Hallelujah Hallelujah.""",0.0,0.0,1.0,0.0,0.0
"明るくたのしくみんなの声はひびきみんなはそのそらの遠くからつめたいそらの遠くからすきとおった何とも云えずさわやかなラッパの声をききました。
そしてたくさんのシグナルや電燈の灯のなかを汽車はだんだんゆるやかになりとうとう十字架のちょうどま向いに行ってすっかりとまりました。","Everyone's voices sounded brightly and joyously, and everyone heard a clear and indescribably clear trumpet call from far out in the cold distance in the sky.
The train gradually slowed down amidst the many signals and electric lights and finally came to a complete stop just opposite the cross.",0.22,0.11,0.22,0.22,0.22
「さあ、下りるんですよ。」,"Come on, get down.""",0,0,0,0,0
青年は男の子の手をひきだんだん向うの出口の方へ歩き出しました。,The young man took the boy by the hand and gradually walked toward the exit.,0,0,0,0,0
「じゃさよなら。」,Good-bye.,0,0,0,0,0
女の子がふりかえって二人に云いました。,The girl turned around and told them.,0.0,0.0,0.67,0.33,0.0
「さよなら。」,"Goodbye.""",0.0,0.0,0.0,1.0,0.0
"ジョバンニはまるで泣き出したいのをこらえて怒ったようにぶっきり棒に云いました。
女の子はいかにもつらそうに眼を大きくしても一度こっちをふりかえってそれからあとはもうだまって出て行ってしまいました。
汽車の中はもう半分以上も空いてしまい俄かにがらんとしてさびしくなり風がいっぱいに吹き込みました。","Giovanni said this in a very angry tone, as if he was trying to cry out.
The girl's eyes widened in pain, but she looked back at me once, and then she just walked out of the train.
The train was now more than half empty, suddenly deserted, and the wind was blowing in.",0.0,0.33,0.67,0.0,0.0
"そして見ているとみんなはつつましく列を組んであの十字架の前の天の川のなぎさにひざまずいていました。
そしてその見えない天の川の水をわたってひとりの神々しい白いきものの人が手をのばしてこっちへ来るのを二人は見ました。
けれどもそのときはもう硝子の呼子は鳴らされ汽車はうごき出しと思ううちに銀いろの霧が川下の方からすうっと流れて来てもうそっちは何も見えなくなりました。","And as they looked on, they saw everyone kneeling in a humble line on the bank of the Milky Way in front of the cross.
And then they saw a divine person in a white robe coming toward them with his hand outstretched across the waters of the invisible Milky Way.
But by that time, the glass bells had already been sounded and the train had started to move, and before they knew it, a silver mist was pouring in from downstream, and they could no longer see anything.",0.0,0.17,0.17,0.17,0.5
"ただたくさんのくるみの木が葉をさんさんと光らしてその霧の中に立ち黄金の円光をもった電気栗鼠が可愛い顔をその中からちらちらのぞいているだけでした。
そのときすうっと霧がはれかかりました。
どこかへ行く街道らしく小さな電燈の一列についた通りがありました。","There were only many walnut trees, their leaves shining brightly, and an electric squirrel with a golden halo standing in the mist, its pretty face peeking out of the mist.
Then the fog began to lift.
There was a street with a row of small electric lights, as if it was a road to somewhere.",0.25,0.0,0.38,0.12,0.25
"それはしばらく線路に沿って進んでいました。
そして二人がそのあかしの前を通って行くときはその小さな豆いろの火はちょうど挨拶でもするようにぽかっと消え二人が過ぎて行くときまた点くのでした。
ふりかえって見るとさっきの十字架はすっかり小さくなってしまいほんとうにもうそのまま胸にも吊されそうになり、さっきの女の子や青年たちがその前の白い渚にまだひざまずいているのかそれともどこか方角もわからないその天上へ行ったのかぼんやりして見分けられませんでした。","It followed the tracks for a while.
And as they passed by the testimony, the small pea-colored fire would go out and come back on again as they passed by, as if to say hello.
Looking back, I saw that the cross from before had become so small that it almost hung from my chest, and I could not tell whether the girl and the young men were still kneeling on the white beach in front of it, or whether they had gone up into the heavens, where I could not tell in which direction.",0.0,0.25,0.5,0.0,0.25
ジョバンニはああと深く息しました。,Giovanni breathed deeply with an ah.,0.0,0.0,0.0,0.5,0.5
「カムパネルラ、また僕たち二人きりになったねえ、どこまでもどこまでも一緒に行こう。僕はもうあのさそりのようにほんとうにみんなの幸のためならば僕のからだなんか百ぺん灼いてもかまわない。」,"I'm like that scorpion, I wouldn't mind burning my body for a hundred times if it were for the sake of everyone's happiness. I'm like that scorpion, I wouldn't mind burning my body a hundred times if it were for everyone's happiness.",0.33,0.33,0.0,0.33,0.0
「うん。僕だってそうだ。」,"I'm not. I'm the same way.""",0,0,0,0,0
カムパネルラの眼にはきれいな涙がうかんでいました。,There were beautiful tears in the eyes of the cam panela.,0.5,0.0,0.0,0.5,0.0
「けれどもほんとうのさいわいは一体何だろう。」,"But what is the true happiness?""",1.0,0.0,0.0,0.0,0.0
ジョバンニが云いました。,Giovanni said.,0,0,0,0,0
「僕わからない。」,I don't know.,0.0,0.0,0.0,1.0,0.0
カムパネルラがぼんやり云いました。,Kamupanella said vaguely.,0,0,0,0,0
「僕たちしっかりやろうねえ。」,We're in this together.,0,0,0,0,0
ジョバンニが胸いっぱい新らしい力が湧くようにふうと息をしながら云いました。,Giovanni said with a breath of fresh air that seemed to fill his chest with new strength.,0.0,0.0,0.5,0.0,0.5
「あ、あすこ石炭袋だよ。そらの孔だよ。」,"""Oh, Asuko, it's a coal sack. It's a hole in the sleigh.""",0.0,0.0,0.0,0.5,0.5
"カムパネルラが少しそっちを避けるようにしながら天の川のひととこを指さしました。
ジョバンニはそっちを見てまるでぎくっとしてしまいました。
天の川の一とこに大きなまっくらな孔がどほんとあいているのです。","Camperla pointed to a spot in the Milky Way while slightly avoiding it.
Giovanni looked in that direction and became as if he were stumped.
There was a big, dark hole in the Milky Way.",0.0,0.0,0.25,0.5,0.25
"その底がどれほど深いかその奥に何があるかいくら眼をこすってのぞいてもなんにも見えずただ眼がしんしんと痛むのでした。
ジョバンニが云いました。","I rubbed my eyes to see how deep it was and what was in the depths, but I could not see anything.
Giovanni said, ""I can't see anything.",0.0,0.5,0.0,0.0,0.5
「僕もうあんな大きな暗の中だってこわくない。きっとみんなのほんとうのさいわいをさがしに行く。どこまでもどこまでも僕たち一緒に進んで行こう。」,"I'm not afraid of such a big darkness anymore. I'm going to find true happiness for everyone. Let's go forward together, no matter how far and how long.""",0.25,0.0,0.0,0.0,0.75
